IID,ph1,ph2,COI,FID,n,species,Lat,Long,Pop,ID
1,0,0,0,NSW1071070,1,Melaleuca quinquenervia,-31.19779728,152.9682061,p93a6ddc0,NSW_1071070_1
2,0.5,1,2,NSW1071070,2,Melaleuca quinquenervia,-31.19779728,152.9682061,p93a6ddc0,NSW_1071070_2
3,4,1,60,NSW1071070,3,Melaleuca quinquenervia,-31.19779728,152.9682061,p93a6ddc0,NSW_1071070_3
4,4,1,60,NSW1071070,4,Melaleuca quinquenervia,-31.19779728,152.9682061,p93a6ddc0,NSW_1071070_4
5,4,1,40,NSW1071070,5,Melaleuca quinquenervia,-31.19779728,152.9682061,p93a6ddc0,NSW_1071070_5
6,1,1,5,NSW1071070,6,Melaleuca quinquenervia,-31.19779728,152.9682061,p93a6ddc0,NSW_1071070_6
7,2,1,3,NSW1071070,7,Melaleuca quinquenervia,-31.19779728,152.9682061,p93a6ddc0,NSW_1071070_7
8,3,1,12,NSW1071070,8,Melaleuca quinquenervia,-31.19779728,152.9682061,p93a6ddc0,NSW_1071070_8
9,4,1,60,NSW1071070,9,Melaleuca quinquenervia,-31.19779728,152.9682061,p93a6ddc0,NSW_1071070_9
10,3,1,12,NSW1071070,10,Melaleuca quinquenervia,-31.19779728,152.9682061,p93a6ddc0,NSW_1071070_10
14,0,0,0,NSW1071075,2,Melaleuca quinquenervia,-28.60642035,153.5706189,p328a8440,NSW_1071075_2
15,0,0,0,NSW1071075,3,Melaleuca quinquenervia,-28.60642035,153.5706189,p328a8440,NSW_1071075_3
16,4,1,25,NSW1071075,4,Melaleuca quinquenervia,-28.60642035,153.5706189,p328a8440,NSW_1071075_4
19,4,1,20,NSW1071075,7,Melaleuca quinquenervia,-28.60642035,153.5706189,p328a8440,NSW_1071075_7
20,0,0,0,NSW1071075,8,Melaleuca quinquenervia,-28.60642035,153.5706189,p328a8440,NSW_1071075_8
22,0,0,0,NSW1071075,10,Melaleuca quinquenervia,-28.60642035,153.5706189,p328a8440,NSW_1071075_10
24,4,1,10,NSW1071075,12,Melaleuca quinquenervia,-28.60642035,153.5706189,p328a8440,NSW_1071075_12
25,0,0,0,NSW1071080,1,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_1
27,0.5,1,0.5,NSW1071080,3,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_3
28,0,0,0,NSW1071080,4,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_4
31,0.5,1,2.5,NSW1071080,7,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_7
32,0,0,0,NSW1071080,8,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_8
35,NA,NA,NA,NSW1071080,11,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_11
36,4,1,52.5,NSW1071080,12,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_12
37,1.5,1,3,NSW1071090,1,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_1
39,0,0,0,NSW1071090,2,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_2
41,0,0,0,NSW1071090,3,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_3
43,0.5,1,5,NSW1071090,4,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_4
45,3,1,0,NSW1071090,5,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_5
49,1,1,2,NSW1071090,7,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_7
51,NA,NA,NA,NSW1071090,8,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_8
55,0,0,0,NSW1071090,10,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_10
57,0.5,1,5,NSW1071090,11,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_11
61,0,0,0,NSW1071110,1,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_1
62,0.5,1,2,NSW1071110,2,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_2
63,0,0,0,NSW1071110,3,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_3
65,4,1,20,NSW1071110,5,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_5
66,4,1,50,NSW1071110,6,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_6
68,0,0,0,NSW1071110,8,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_8
71,0.5,1,5,NSW1071110,11,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_11
81,3,1,6,NSW1071113,9,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_9
82,0,0,0,NSW1071113,10,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_10
83,0,0,0,NSW1071113,11,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_11
85,0.5,1,2,NSW1071115,1,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_1
87,4,1,30,NSW1071115,3,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_3
89,0,0,0,NSW1071115,5,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_5
90,2,1,15,NSW1071115,6,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_6
94,3,1,15,NSW1071115,10,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_10
97,1,1,0.5,NSW1071118,1,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_1
98,3,1,0,NSW1071118,2,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_2
99,0,0,0,NSW1071118,3,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_3
101,1,1,1,NSW1071118,5,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_5
102,2,1,7.5,NSW1071118,6,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_6
103,0.5,1,0.5,NSW1071118,7,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_7
106,3,1,12,NSW1071118,10,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_10
107,4,1,30,NSW1071118,11,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_11
108,3,1,6,NSW1071118,12,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_12
109,0.5,1,5,NSW1071123,1,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_1
112,0.5,1,3,NSW1071123,4,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_4
113,0.5,1,2,NSW1071123,5,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_5
116,0,0,0,NSW1071123,8,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_8
118,0.5,1,2,NSW1071123,10,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_10
120,0.5,1,1,NSW1071123,12,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_12
121,0,0,0,NSW1071128,1,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_1
122,0.5,1,6,NSW1071128,2,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_2
123,0,0,0,NSW1071128,3,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_3
124,0,0,0,NSW1071128,4,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_4
125,0,0,0,NSW1071128,5,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_5
126,1,1,5,NSW1071128,6,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_6
127,0,0,0,NSW1071128,7,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_7
128,0,0,0,NSW1071128,8,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_8
129,0,0,0,NSW1071128,9,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_9
130,0,0,0,NSW1071128,10,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_10
131,0,0,0,NSW1071128,11,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_11
132,0,0,0,NSW1071128,12,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_12
133,4,1,10,NSW1071133,1,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_1
134,4,1,5,NSW1071133,2,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_2
136,0,0,0,NSW1071133,4,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_4
137,1,1,1,NSW1071133,5,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_5
138,1,1,5,NSW1071133,6,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_6
139,4,1,50,NSW1071133,7,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_7
140,4,1,40,NSW1071133,8,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_8
141,0.5,1,1,NSW1071133,9,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_9
142,0.5,1,4,NSW1071133,10,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_10
143,0.5,1,0.5,NSW1071133,11,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_11
145,0,0,0,NSW1071138,1,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_1
146,NA,NA,NA,NSW1071138,2,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_2
147,1,1,5,NSW1071138,3,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_3
148,0.5,1,1,NSW1071138,4,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_4
149,0,0,0,NSW1071138,5,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_5
150,3,1,3,NSW1071138,6,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_6
151,0,0,0,NSW1071138,7,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_7
152,0.5,1,6,NSW1071138,8,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_8
153,0.5,1,1,NSW1071138,9,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_9
154,0.5,1,7.5,NSW1071138,10,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_10
155,1,1,2,NSW1071138,11,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_11
157,4,1,5,NSW1071143,1,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_1
159,3,1,30,NSW1071143,2,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_2
161,3,1,6,NSW1071143,3,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_3
163,4,1,5,NSW1071143,4,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_4
165,4,1,5,NSW1071143,5,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_5
169,2,1,3,NSW1071143,7,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_7
171,3.5,1,45,NSW1071143,8,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_8
173,2.25,1,3,NSW1071143,9,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_9
175,0.5,1,2.5,NSW1071143,10,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_10
177,4,1,5,NSW1071143,11,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_11
179,4,1,5,NSW1071143,12,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_12
181,0.5,1,7,NSW1071148,1,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_1
182,4.5,1,80,NSW1071148,2,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_2
183,4,1,50,NSW1071148,3,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_3
184,4,1,60,NSW1071148,4,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_4
185,0,0,0,NSW1071148,5,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_5
186,4,1,50,NSW1071148,6,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_6
187,4,1,40,NSW1071148,7,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_7
188,1,1,2,NSW1071148,8,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_8
189,4,1,40,NSW1071148,9,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_9
190,4,1,25,NSW1071148,10,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_10
192,3,1,3,NSW1071148,12,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_12
193,0,0,0,NSW1074318,1,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_1
195,0,0,0,NSW1074318,3,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_3
196,0,0,0,NSW1074318,4,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_4
197,0.5,1,4,NSW1074318,5,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_5
198,0,0,0,NSW1074318,6,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_6
199,0.5,1,1,NSW1074318,7,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_7
205,NA,NA,NA,NSW1074324,1,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_1
206,0,0,0,NSW1075719,1,Melaleuca quinquenervia,-33.4928905,151.4190434,popnInfo-w4ba03a,NSW_1075719_1
209,0,0,0,NSW1074324,3,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_3
210,0,0,0,NSW1075719,3,Melaleuca quinquenervia,-33.4928905,151.4190434,popnInfo-w4ba03a,NSW_1075719_3
211,0,0,0,NSW1074324,4,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_4
212,0,0,0,NSW1075719,4,Melaleuca quinquenervia,-33.4928905,151.4190434,popnInfo-w4ba03a,NSW_1075719_4
218,4,1,50,NSW1075719,7,Melaleuca quinquenervia,-33.4928905,151.4190434,popnInfo-w4ba03a,NSW_1075719_7
221,0,0,0,NSW1074324,9,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_9
225,0,0,0,NSW1074324,11,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_11
228,0.5,1,0.5,NSW1075719,12,Melaleuca quinquenervia,-33.4928905,151.4190434,popnInfo-w4ba03a,NSW_1075719_12
229,2,1,15,NSW1074429,1,Melaleuca quinquenervia,-33.20594131,151.5485014,pd135bc30,NSW_1074429_1
231,4,1,20,NSW1074429,2,Melaleuca quinquenervia,-33.20594131,151.5485014,pd135bc30,NSW_1074429_2
233,4,1,10,NSW1074429,3,Melaleuca quinquenervia,-33.20594131,151.5485014,pd135bc30,NSW_1074429_3
237,2.25,1,1.5,NSW1074429,5,Melaleuca quinquenervia,-33.20594131,151.5485014,pd135bc30,NSW_1074429_5
242,0,0,0,NSW1075723,2,Melaleuca quinquenervia,-33.4925003,151.4171656,popnInfo-w4ba03a,NSW_1075723_2
245,0,0,0,NSW1075723,5,Melaleuca quinquenervia,-33.4925003,151.4171656,popnInfo-w4ba03a,NSW_1075723_5
248,4,1,10,NSW1075723,8,Melaleuca quinquenervia,-33.4925003,151.4171656,popnInfo-w4ba03a,NSW_1075723_8
249,0.5,1,5,NSW1075723,9,Melaleuca quinquenervia,-33.4925003,151.4171656,popnInfo-w4ba03a,NSW_1075723_9
253,0,0,0,NSW1074334,1,Melaleuca quinquenervia,-31.25437969,152.966154,p93a6ddc0,NSW_1074334_1
254,0,0,NA,NSW1074334,2,Melaleuca quinquenervia,-31.25437969,152.966154,p93a6ddc0,NSW_1074334_2
255,0,0,0,NSW1074334,3,Melaleuca quinquenervia,-31.25437969,152.966154,p93a6ddc0,NSW_1074334_3
256,0,0,0,NSW1074334,4,Melaleuca quinquenervia,-31.25437969,152.966154,p93a6ddc0,NSW_1074334_4
258,0,0,0,NSW1074334,6,Melaleuca quinquenervia,-31.25437969,152.966154,p93a6ddc0,NSW_1074334_6
259,4,1,25,NSW1074334,7,Melaleuca quinquenervia,-31.25437969,152.966154,p93a6ddc0,NSW_1074334_7
261,3,1,15,NSW1074334,9,Melaleuca quinquenervia,-31.25437969,152.966154,p93a6ddc0,NSW_1074334_9
264,0,0,0,NSW1074334,12,Melaleuca quinquenervia,-31.25437969,152.966154,p93a6ddc0,NSW_1074334_12
266,0.5,1,5,NSW1074339,2,Melaleuca quinquenervia,-31.25441977,152.9661785,p93a6ddc0,NSW_1074339_2
268,3,1,6,NSW1074339,4,Melaleuca quinquenervia,-31.25441977,152.9661785,p93a6ddc0,NSW_1074339_4
269,1,1,0.5,NSW1074339,5,Melaleuca quinquenervia,-31.25441977,152.9661785,p93a6ddc0,NSW_1074339_5
272,5,1,20,NSW1074339,8,Melaleuca quinquenervia,-31.25441977,152.9661785,p93a6ddc0,NSW_1074339_8
273,0,0,0,NSW1074339,9,Melaleuca quinquenervia,-31.25441977,152.9661785,p93a6ddc0,NSW_1074339_9
274,0,0,0,NSW1074339,10,Melaleuca quinquenervia,-31.25441977,152.9661785,p93a6ddc0,NSW_1074339_10
276,0.5,1,5,NSW1074339,12,Melaleuca quinquenervia,-31.25441977,152.9661785,p93a6ddc0,NSW_1074339_12
279,NA,NA,NA,NSW1074398,3,Melaleuca quinquenervia,-30.17570688,153.1868368,pb659e150,NSW_1074398_3
283,0,0,0,NSW1074398,7,Melaleuca quinquenervia,-30.17570688,153.1868368,pb659e150,NSW_1074398_7
285,3,1,18,NSW1074398,9,Melaleuca quinquenervia,-30.17570688,153.1868368,pb659e150,NSW_1074398_9
289,0.5,1,3,NSW1074423,1,Melaleuca quinquenervia,-33.2049692,151.5481722,pd135bc30,NSW_1074423_1
291,0,0,0,NSW1074423,3,Melaleuca quinquenervia,-33.2049692,151.5481722,pd135bc30,NSW_1074423_3
292,0.5,1,3,NSW1074423,4,Melaleuca quinquenervia,-33.2049692,151.5481722,pd135bc30,NSW_1074423_4
293,0,0,0,NSW1074423,5,Melaleuca quinquenervia,-33.2049692,151.5481722,pd135bc30,NSW_1074423_5
294,0,0,0,NSW1074423,6,Melaleuca quinquenervia,-33.2049692,151.5481722,pd135bc30,NSW_1074423_6
295,0.5,1,3,NSW1074423,7,Melaleuca quinquenervia,-33.2049692,151.5481722,pd135bc30,NSW_1074423_7
297,4,1,40,NSW1074423,9,Melaleuca quinquenervia,-33.2049692,151.5481722,pd135bc30,NSW_1074423_9
298,4,1,20,NSW1074423,10,Melaleuca quinquenervia,-33.2049692,151.5481722,pd135bc30,NSW_1074423_10
299,0.5,1,1,NSW1074423,11,Melaleuca quinquenervia,-33.2049692,151.5481722,pd135bc30,NSW_1074423_11
302,4,1,20,NSW1075706,1,Melaleuca quinquenervia,-32.7629435,151.7841001,popnInfo-m1lg07j,NSW_1075706_1
304,0,0,0,NSW1075706,2,Melaleuca quinquenervia,-32.7629435,151.7841001,popnInfo-m1lg07j,NSW_1075706_2
305,0,0,0,NSW1074428,3,Melaleuca quinquenervia,-33.20493702,151.5481819,pd135bc30,NSW_1074428_3
325,0,0,0,NSW1074329,1,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_1
327,1,1,3,NSW1074329,3,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_3
328,2,1,6,NSW1074329,4,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_4
331,0,0,0,NSW1074329,7,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_7
334,0,0,0,NSW1074329,10,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_10
336,0.5,1,1,NSW1074329,12,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_12
337,5,1,80,NSW1074433,1,Melaleuca quinquenervia,-33.28540365,151.5515136,p0c317820,NSW_1074433_1
339,0,0,0,NSW1074433,3,Melaleuca quinquenervia,-33.28540365,151.5515136,p0c317820,NSW_1074433_3
340,4,1,70,NSW1074433,4,Melaleuca quinquenervia,-33.28540365,151.5515136,p0c317820,NSW_1074433_4
341,3.5,1,11.25,NSW1074433,5,Melaleuca quinquenervia,-33.28540365,151.5515136,p0c317820,NSW_1074433_5
344,3,1,6,NSW1074433,8,Melaleuca quinquenervia,-33.28540365,151.5515136,p0c317820,NSW_1074433_8
349,4,1,60,NSW1074453,1,Melaleuca quinquenervia,-33.2792015,151.5552973,p0c317820,NSW_1074453_1
351,NA,NA,NA,NSW1074453,3,Melaleuca quinquenervia,-33.2792015,151.5552973,p0c317820,NSW_1074453_3
357,4,1,5,NSW1074453,9,Melaleuca quinquenervia,-33.2792015,151.5552973,p0c317820,NSW_1074453_9
358,0,0,0,NSW1074453,10,Melaleuca quinquenervia,-33.2792015,151.5552973,p0c317820,NSW_1074453_10
361,0.5,1,0.5,NSW1074458,1,Melaleuca quinquenervia,-33.2087521,151.5499654,pd135bc30,NSW_1074458_1
370,4,1,15,NSW1074458,10,Melaleuca quinquenervia,-33.2087521,151.5499654,pd135bc30,NSW_1074458_10
371,1,1,1,NSW1074458,11,Melaleuca quinquenervia,-33.2087521,151.5499654,pd135bc30,NSW_1074458_11
373,0,0,0,NSW1078636,1,Melaleuca quinquenervia,-28.4782849,153.5417933,p666c7140,NSW_1078636_1
374,0,0,0,NSW1078636,2,Melaleuca quinquenervia,-28.4782849,153.5417933,p666c7140,NSW_1078636_2
375,4,1,70,NSW1078636,3,Melaleuca quinquenervia,-28.4782849,153.5417933,p666c7140,NSW_1078636_3
376,0,0,0,NSW1078636,4,Melaleuca quinquenervia,-28.4782849,153.5417933,p666c7140,NSW_1078636_4
377,4,1,60,NSW1078636,5,Melaleuca quinquenervia,-28.4782849,153.5417933,p666c7140,NSW_1078636_5
378,4,1,60,NSW1078636,6,Melaleuca quinquenervia,-28.4782849,153.5417933,p666c7140,NSW_1078636_6
379,0.5,1,5,NSW1078636,7,Melaleuca quinquenervia,-28.4782849,153.5417933,p666c7140,NSW_1078636_7
380,4,1,50,NSW1078636,8,Melaleuca quinquenervia,-28.4782849,153.5417933,p666c7140,NSW_1078636_8
381,4,1,50,NSW1078636,9,Melaleuca quinquenervia,-28.4782849,153.5417933,p666c7140,NSW_1078636_9
382,4,1,70,NSW1078636,10,Melaleuca quinquenervia,-28.4782849,153.5417933,p666c7140,NSW_1078636_10
384,NA,NA,NA,NSW1078636,12,Melaleuca quinquenervia,-28.4782849,153.5417933,p666c7140,NSW_1078636_12
385,4,1,25,NSW1078637,1,Melaleuca quinquenervia,-28.60431562,153.5739177,p328a8440,NSW_1078637_1
386,3,1,6,NSW1078637,2,Melaleuca quinquenervia,-28.60431562,153.5739177,p328a8440,NSW_1078637_2
387,0,0,0,NSW1078637,3,Melaleuca quinquenervia,-28.60431562,153.5739177,p328a8440,NSW_1078637_3
389,4,1,25,NSW1078637,5,Melaleuca quinquenervia,-28.60431562,153.5739177,p328a8440,NSW_1078637_5
391,NA,NA,NA,NSW1078637,7,Melaleuca quinquenervia,-28.60431562,153.5739177,p328a8440,NSW_1078637_7
392,0,0,0,NSW1078637,8,Melaleuca quinquenervia,-28.60431562,153.5739177,p328a8440,NSW_1078637_8
393,0,0,NA,NSW1078637,9,Melaleuca quinquenervia,-28.60431562,153.5739177,p328a8440,NSW_1078637_9
394,0,0,0,NSW1078637,10,Melaleuca quinquenervia,-28.60431562,153.5739177,p328a8440,NSW_1078637_10
395,1.5,1,4.5,NSW1078637,11,Melaleuca quinquenervia,-28.60431562,153.5739177,p328a8440,NSW_1078637_11
396,0,0,0,NSW1078637,12,Melaleuca quinquenervia,-28.60431562,153.5739177,p328a8440,NSW_1078637_12
397,1,1,2,NSW1078640,1,Melaleuca quinquenervia,-28.60778531,153.5666941,p328a8440,NSW_1078640_1
398,4,1,5,NSW1078640,2,Melaleuca quinquenervia,-28.60778531,153.5666941,p328a8440,NSW_1078640_2
399,0,0,0,NSW1078640,3,Melaleuca quinquenervia,-28.60778531,153.5666941,p328a8440,NSW_1078640_3
400,0,0,0,NSW1078640,4,Melaleuca quinquenervia,-28.60778531,153.5666941,p328a8440,NSW_1078640_4
401,0,0,0,NSW1078640,5,Melaleuca quinquenervia,-28.60778531,153.5666941,p328a8440,NSW_1078640_5
402,3,1,3,NSW1078640,6,Melaleuca quinquenervia,-28.60778531,153.5666941,p328a8440,NSW_1078640_6
406,4,1,50,NSW1078640,10,Melaleuca quinquenervia,-28.60778531,153.5666941,p328a8440,NSW_1078640_10
407,0,0,0,NSW1078640,11,Melaleuca quinquenervia,-28.60778531,153.5666941,p328a8440,NSW_1078640_11
411,0,0,0,NSW1078641,2,Melaleuca quinquenervia,-28.60516753,153.5740332,p328a8440,NSW_1078641_2
413,0,0,0,NSW1078641,3,Melaleuca quinquenervia,-28.60516753,153.5740332,p328a8440,NSW_1078641_3
415,0,0,0,NSW1078641,4,Melaleuca quinquenervia,-28.60516753,153.5740332,p328a8440,NSW_1078641_4
417,3,1,6,NSW1078641,5,Melaleuca quinquenervia,-28.60516753,153.5740332,p328a8440,NSW_1078641_5
419,4,1,5,NSW1078641,6,Melaleuca quinquenervia,-28.60516753,153.5740332,p328a8440,NSW_1078641_6
421,0.5,1,3,NSW1078641,7,Melaleuca quinquenervia,-28.60516753,153.5740332,p328a8440,NSW_1078641_7
425,0,0,0,NSW1078641,9,Melaleuca quinquenervia,-28.60516753,153.5740332,p328a8440,NSW_1078641_9
427,0,0,0,NSW1078641,10,Melaleuca quinquenervia,-28.60516753,153.5740332,p328a8440,NSW_1078641_10
429,0,0,0,NSW1078641,11,Melaleuca quinquenervia,-28.60516753,153.5740332,p328a8440,NSW_1078641_11
437,1,1,2,NSW1078642,5,Melaleuca quinquenervia,-28.6080735,153.5637864,p328a8440,NSW_1078642_5
